trade_date,due_date,open_price,min_price,close_price,final_price,-,buy_due_date,buy_price,-,sell_due_date,sell_price,-,all_deals_due_date,all_deals_buy_price,deals_total_value,net_gain,-,total_net_gain,cash,total,-,deal_min_price,period_min_price,diff_deal_period_min_price
2013-02-20,200,"","","","","","","","",2013-03-01,8010,"","","","",912,"",2246,14287,22246,"",7976,"",""
2013-05-15,2013-12-01,8022,7981,8025,8025,"","","","","","","","","","","","","","","","","","",""
2013-05-15,2013-05-01,8299,8260,8304,0,"","","","","","","","","","","","","","","","","","",""
2013-05-15,2013-06-01,8307,8263,8308,8308,"","","","","","","","","","","","","","","","","","",""
2013-05-15,101,"","","","","","","","","","","",2013-06-01,7959,"","","","","","","","","",""
2013-05-15,2014-03-01,7989,7941,7988,7988,"","","","","","","","","","","","","","","","","","",""
2013-05-15,199,"","","","","","","","","","","","","",16021,"","","",6225,22246,"","","",""
2013-05-15,100,"","","","","",2013-09-01,8062,"","","","","","","","","","",6225,22246,"","","",""
2013-05-15,102,"","","","","","","","","","","",2013-09-01,8062,"","","","","","","","","",""
2013-08-21,2013-08-01,7700,7695,7813,0,"","","","","","","","","","","","","","","","","","",""
2013-08-21,2013-09-01,7653,7637,7700,7703,"","","","","","","","","","","","","","","","","","",""
2013-08-21,102,"","","","","","","","","","","",2013-12-01,7560,"","","","","","","","","",""
2013-08-21,2013-12-01,7560,7560,7648,7648,"","","","","","","","","","","","","","","","","","",""
2013-08-21,2014-03-01,7545,7545,7614,7614,"","","","","","","","","","","","","","","","","","",""
2013-11-20,2014-09-01,7850,7850,7853,7853,"","","","","","","","","","","","","","","","","","",""
2013-08-21,2014-06-01,7508,7508,7580,7580,"","","","","","","","","","","","","","","","","","",""
2013-08-21,199,"","","","","","","","","","","","","",15622,"","","",6973,22595,"","","",""
2013-08-21,100,"","","","","",2013-12-01,7560,"","","","","","","","","","",6973,22595,"","","",""
2013-08-21,101,"","","","","","","","","","","",2013-09-01,8062,"","","","","","","","","",""
2013-11-20,2013-12-01,8220,8202,8207,8207,"","","","","","","","","","","","","","","","","","",""
2013-08-21,200,"","","","","","","","",2013-09-01,7700,"","","","",-362,"",2233,14673,22233,"",7637,"",""
2013-11-20,2014-06-01,8113,8106,8106,8106,"","","","","","","","","","","","","","","","","","",""
2013-11-20,2013-11-01,8230,8216,8219,0,"","","","","","","","","","","","","","","","","","",""
2013-11-20,2014-03-01,8165,8151,8158,8158,"","","","","","","","","","","","","","","","","","",""
2013-11-20,100,"","","","","",2014-03-01,8165,"","","","","","","","","","",6508,22233,"","","",""
2013-11-20,101,"","","","","","","","","","","",2013-12-01,7560,"","","","","","","","","",""
2014-02-19,2014-06-01,8488,8483,8500,8500,"","","","","","","","","","","","","","","","","","",""
2013-11-20,102,"","","","","","","","","","","",2014-03-01,8165,"","","","","","","","","",""
2013-11-20,199,"","","","","","","","","","","","","",15725,"","","",6508,22233,"","","",""
2014-02-19,200,"","","","","","","","",2014-03-01,8547,"","","","",382,"",3262,14774,23262,"",8530,"",""
2013-11-20,200,"","","","","","","","",2013-12-01,8207,"","","","",647,"",2880,14715,22880,"",8202,"",""
2014-02-19,2014-09-01,8226,8220,8225,8225,"","","","","","","","","","","","","","","","","","",""
2014-02-19,2014-02-01,8535,8535,8557,0,"","","","","","","","","","","","","","","","","","",""
2014-02-19,2014-03-01,8532,8530,8547,8546,"","","","","","","","","","","","","","","","","","",""
2014-02-19,101,"","","","","","","","","","","",2014-03-01,8165,"","","","","","","","","",""
2014-02-19,2014-12-01,8175,8175,8186,8186,"","","","","","","","","","","","","","","","","","",""
2014-02-19,199,"","","","","","","","","","","","","",16653,"","","",6227,22880,"","","",""
2014-02-19,100,"","","","","",2014-06-01,8488,"","","","","","","","","","",6227,22880,"","","",""
2014-02-19,102,"","","","","","","","","","","",2014-06-01,8488,"","","","","","","","","",""
2014-05-21,2014-05-01,8892,8850,8860,0,"","","","","","","","","","","","","","","","","","",""
2014-05-21,2014-06-01,8878,8837,8843,8843,"","","","","","","","","","","","","","","","","","",""
2014-05-21,102,"","","","","","","","","","","",2014-09-01,8570,"","","","","","","","","",""
2014-05-21,2014-09-01,8570,8529,8540,8537,"","","","","","","","","","","","","","","","","","",""
2014-05-21,2014-12-01,8520,8486,8490,8490,"","","","","","","","","","","","","","","","","","",""
2014-08-20,2015-06-01,9147,9144,9160,9162,"","","","","","","","","","","","","","","","","","",""
2014-05-21,2015-03-01,8483,8436,8436,8436,"","","","","","","","","","","","","","","","","","",""
2014-05-21,199,"","","","","","","","","","","","","",17058,"","","",6204,23262,"","","",""
2014-05-21,100,"","","","","",2014-09-01,8570,"","","","","","","","","","",6204,23262,"","","",""
2014-05-21,101,"","","","","","","","","","","",2014-06-01,8488,"","","","","","","","","",""
2014-08-20,2014-09-01,9231,9222,9259,9258,"","","","","","","","","","","","","","","","","","",""
2014-05-21,200,"","","","","","","","",2014-06-01,8843,"","","","",355,"",3617,15047,23617,"",8837,"",""
2014-08-20,2015-03-01,9188,9161,9191,9192,"","","","","","","","","","","","","","","","","","",""
2014-08-20,2014-08-01,9253,9244,9275,0,"","","","","","","","","","","","","","","","","","",""
2014-08-20,2014-12-01,9199,9195,9228,9229,"","","","","","","","","","","","","","","","","","",""
2014-08-20,100,"","","","","",2014-12-01,9199,"","","","","","","","","","",5848,23617,"","","",""
2014-08-20,101,"","","","","","","","","","","",2014-09-01,8570,"","","","","","","","","",""
2014-11-19,2015-03-01,8889,8875,8973,8972,"","","","","","","","","","","","","","","","","","",""
2014-08-20,102,"","","","","","","","","","","",2014-12-01,9199,"","","","","","","","","",""
2014-08-20,199,"","","","","","","","","","","","","",17769,"","","",5848,23617,"","","",""
2014-11-19,200,"","","","","","","","",2014-12-01,8991,"","","","",-208,"",4098,15209,24098,"",8890,"",""
2014-08-20,200,"","","","","","","","",2014-09-01,9259,"","","","",689,"",4306,15107,24306,"",9222,"",""
2014-11-19,2015-06-01,8875,8860,8953,8953,"","","","","","","","","","","","","","","","","","",""
2014-11-19,2014-11-01,8905,8877,8953,0,"","","","","","","","","","","","","","","","","","",""
2014-11-19,2014-12-01,8921,8890,8991,8992,"","","","","","","","","","","","","","","","","","",""
2014-11-19,101,"","","","","","","","","","","",2014-12-01,9199,"","","","","","","","","",""
2014-11-19,2015-09-01,8601,8601,8690,8690,"","","","","","","","","","","","","","","","","","",""
2014-11-19,199,"","","","","","","","","","","","","",18088,"","","",6218,24306,"","","",""
2014-11-19,100,"","","","","",2015-03-01,8889,"","","","","","","","","","",6218,24306,"","","",""
2014-11-19,102,"","","","","","","","","","","",2015-03-01,8889,"","","","","","","","","",""
